ship names,ship url,journey id,captains,place start,place end,intended ending place,journey type,sources
Greyhound,https://portal.prizepapers.de/ship/prizepapers_ship_2f913415-22b9-4767-9420-8d461d390508/1/-/,6514e5a3-f746-432d-a063-71a57011ccf8,"William Booth, master of the ship 'Greyhound', 1801",Jacmel,Caribbean Sea,Charleston,Journey interrupted by capture,[]
Charlotte,https://portal.prizepapers.de/ship/prizepapers_ship_88e0fb8f-126a-4250-abdd-dd18c490a672/1/-/,6a7ec43c-27ea-46d3-a031-160038d31265,"Joseph Israel, master of the ship 'Charlotte schooner', 1798",Funchal,Atlantic Ocean,Cádiz,Journey interrupted by capture,[]
Lucy,https://portal.prizepapers.de/ship/prizepapers_ship_6e6da721-7905-4f4a-8a13-71df8a478812/1/-/,e005608b-cb8b-4b4f-a8d5-57880f052ab7,"Richard Glover, master of the 'Lucy' in 1799",Jacmel,Caribbean Sea,New York City,Journey interrupted by capture,[]
Gladiator,https://portal.prizepapers.de/ship/prizepapers_ship_ac133473-1d2a-4e79-b463-c8ee8eaff7f9/1/-/,1a714ca9-519e-4119-932b-a8ccdd1f7145,"Stephen Dumarsq Turner, master of the ship 'Gladiator', 1801",Ensenada,North Atlantic Ocean,Boston,Journey interrupted by capture,[]
Venus,https://portal.prizepapers.de/ship/prizepapers_ship_e7a34ba6-b351-4405-9531-fed8b9e96844/1/-/,5d60839d-2545-4051-b967-13142d804c54,"Robert Bartlett, master of the ship 'Venus', 1801",Jacmel,Atlantic Ocean,Charleston,Journey interrupted by capture,[]
Pegasus,https://portal.prizepapers.de/ship/prizepapers_ship_54b38107-619e-42a2-9550-1fd3fe3f329e/1/-/,84081f80-7745-412e-8a7a-7d5d9d991203,"William Hughes, master of the ship 'Pegasus', 1799",Jamaica,New Providence,Havana,Journey interrupted by capture,[]
Frederick,https://portal.prizepapers.de/ship/prizepapers_ship_2052bb7a-cbc9-4ba0-806c-973992c39dad/1/-/,e3d52694-ae89-49d4-9e2b-2f04a2c45673,"Samuel Shaw, master of the ship 'Frederick', 1799",Jamaica,Atlantic Ocean,New Orleans,Journey interrupted by capture,[]
Columbia,https://portal.prizepapers.de/ship/prizepapers_ship_11de9eb8-18b6-4b12-a686-59fedc75880d/1/-/,d4a28e81-ee32-447f-91fc-66c6fa0ada08,"Benjamin Weeks, master of the ship 'Columbia', 1798",New York City,European North Sea,Amsterdam,Journey interrupted by capture,[]
General Knox,https://portal.prizepapers.de/ship/prizepapers_ship_a59f8fd3-d4c3-4080-ac70-82ceb18ea580/1/-/,a2eae8ee-a5c3-4b2b-9d66-c6f227d4fbc2,"Henry Russel, master of the 'General Knox' in 1813",Alexandria (North America),Chesapeake Bay,Cádiz,Journey interrupted by capture,"[['https://hdl.handle.net/428894.vzg/prizepapers_document/e5ebf8b3-4722-4bcc-93b4-a36636052083', 'HCA 45/71/11']]"
San Josef de los Animas,https://portal.prizepapers.de/ship/prizepapers_ship_dcd1db46-34d8-48bb-a487-8ff1bce5ab81/1/-/,85d78836-b5fd-4baf-a106-459aa75d8026,"Juan Berenguer, master of the 'San Josef de los Animas' in 1798",Jamaica,Caribbean Sea,Cartagena,Journey interrupted by capture,[]
Charlotte,https://portal.prizepapers.de/ship/prizepapers_ship_a81d2c53-f447-481e-bbd0-7606da200781/1/-/,519ce816-7ad1-47ed-a273-37695a2d72f9,"John Greenfield, master of the ship 'Charlotte', 1800",New York City,North Atlantic Ocean,Amsterdam,Journey interrupted by capture,[]
Little Cornelia,https://portal.prizepapers.de/ship/prizepapers_ship_86e07548-2bee-4a76-99ef-5e3c111afdd4/1/-/,79469066-4bfa-4c18-bde1-f3635fe74cf1,"Ichabod Clark, master of the ship 'Little Cornelia', 1805",New York City,North Atlantic Ocean,Amsterdam,Journey interrupted by capture,[]
Minerva,https://portal.prizepapers.de/ship/prizepapers_ship_6f5e1c89-2eaf-4f22-be9c-5406a18b96ba/1/-/,fb4605f4-6a21-4287-a25e-7ec125f37b63,"William Caldwell, master of the 'Minerva' in 1807",New York City,North Atlantic Ocean,Amsterdam,Journey interrupted by capture,[]
Rapid,https://portal.prizepapers.de/ship/prizepapers_ship_bd9fb8ad-71db-4ac3-8f48-f2cb56364d0a/1/-/,0ccf4803-3e0c-4c39-be18-1b238a905dde,"Burgess Fleming, master of the ship 'Rapid', 1804",New York City,Great Yarmouth,Amsterdam,Journey interrupted by capture,[]
Emanuel,https://portal.prizepapers.de/ship/prizepapers_ship_471f801d-971d-4360-8413-fb1aff3adc45/1/-/,b87cb6ab-3566-4b52-b87b-8c345141f855,"Carsten Frederick Meyer, master of the ship 'Emanuel', 1799",New York City,North Atlantic Ocean,Hamburg,Journey interrupted by capture,[]
Nordiska Wanskapen,https://portal.prizepapers.de/ship/prizepapers_ship_05696b0a-0d04-4f35-95bb-fe5b6a6b4736/1/-/,8e1e3d75-78c7-4af1-a710-bb509ab446a6,"Hendrik Skogstrom, master of the ship 'Nordiska Wanskapen', 1800",New York City,Newfoundland,Nantes,Journey interrupted by capture,[]
Othello,https://portal.prizepapers.de/ship/prizepapers_ship_2a1e91f4-8275-4c2a-b737-88ca4969dc9b/1/-/,7aa21a75-ff22-4c7c-a4ff-d7c354b9b753,"Charles Terrett, master of the ship 'Othello', 1804",New York City,Plymouth,Nantes,Journey interrupted by capture,[]
Hope,https://portal.prizepapers.de/ship/prizepapers_ship_89613958-7f13-4f2b-9c34-3d87dbad54f0/1/-/,2bd502e0-b248-454b-bbf3-8c19daba206d,"Joseph Dobell, master of the 'Hope' in 1806",New York City,North Atlantic Ocean,Bordeaux,Journey interrupted by capture,[]
Industry,https://portal.prizepapers.de/ship/prizepapers_ship_cb22474a-f5e0-42fd-8773-4991737a9967/1/-/,53410651-049a-4680-8201-3f8058ca5be7,"James Hitchcox, master of the ship 'Industry brig', 1804",New York City,North Atlantic Ocean,Barcelona,Journey interrupted by capture,[]
Walker,https://portal.prizepapers.de/ship/prizepapers_ship_d6906c28-6ee8-4b70-93e5-fb9f64f7e927/1/-/,1e9a4276-b316-4f01-9ed3-07f49f5a5397,"Stephen West, master of the 'Walker' in 1813",Coquimbo,Coquimbo,"New Bedford, Massachusetts",Journey interrupted by capture,"[['https://hdl.handle.net/428894.vzg/prizepapers_document/2884d140-0c0f-498a-89d2-3b0c447aeee0', 'HCA 45/71/7']]"
Polly and Nancy,https://portal.prizepapers.de/ship/prizepapers_ship_91b70e81-7b74-48d3-8502-09ca4bc280f7/1/-/,745e8c9d-b297-4089-8834-b88b1482c1b6,"Jeddediah Olcott, master of the ship 'Polly and Nancy brig', 1800",New York City,Caribbean Sea,Havana,Journey interrupted by capture,[]
Massachusetts,https://portal.prizepapers.de/ship/prizepapers_ship_287238fa-2138-47cd-974a-1014908083cf/1/-/,ccb0e1df-ed9f-439d-b622-a7fb3ec9ba9d,"John Mansfield, master of the ship 'Massachusetts', 1800",New York City,Atlantic Ocean,Havana,Journey interrupted by capture,[]
Ceres,https://portal.prizepapers.de/ship/prizepapers_ship_7f234fd9-1b68-424d-b219-04fe2dcc0ab2/1/-/,4f7444ff-69c9-4824-87ac-bd94a0b88a00,"James Peters, master of the 'Ceres' in 1800",New York City,"Nassau, New Providence",Havana,Journey interrupted by capture,[]
Raven,https://portal.prizepapers.de/ship/prizepapers_ship_6de512b9-d264-4bee-af58-32daa4b28528/1/-/,c3767850-a590-4d41-bf26-acc8e54a34bd,"Lettice Jennings, master of the ship 'Raven', 1800",New York City,New Providence,Havana,Journey interrupted by capture,[]
Roxana,https://portal.prizepapers.de/ship/prizepapers_ship_3094585c-ea66-4ae5-aa05-2484fbaf0c19/1/-/,5e406bc7-4af3-4a73-9dd7-a0cb9f933c55,"Samuel De La Mater, master of the ship 'Roxana', 1804",New York City,,Havana,Journey interrupted by capture,[]
Comet,https://portal.prizepapers.de/ship/prizepapers_ship_d1d49c7f-c508-4424-b292-e3b1f9c613e1/1/-/,2e9e8a99-1f12-497f-a514-d4457d0e346e,"Job Thurston, master of the ship 'Comet', 1797",New York City,Caribbean Sea,Saint Domingue,Journey interrupted by capture,[]
Adventure,https://portal.prizepapers.de/ship/prizepapers_ship_cfa3dbf5-cf61-4519-a6ac-3639cbdff8a1/1/-/,6c40c62d-b694-49df-9c27-90fc7545bd8f,"Nathaniel Philips, master of the ship 'Adventure', 1794",New York City,Atlantic Ocean,Charleston,Journey interrupted by capture,[]
Susannah,https://portal.prizepapers.de/ship/prizepapers_ship_5d51df0a-b2fd-43d0-be88-5d4a3122ad4d/1/-/,39476355-e72c-4956-9c5e-75d6aecdd81f,"Alexander Combes, master of the ship 'Susannah', 1799",New York City,Chebucto,St Thomas,Journey interrupted by capture,[]
Osiris,https://portal.prizepapers.de/ship/prizepapers_ship_b269ffdd-f68c-41e3-812b-f1ecadeae7a6/1/-/,5b307eae-879a-4ac3-9452-d8256384eaf6,"John P Morris, master of the 'Osiris' in 1806",New York City,Basse-terre,St Thomas,Journey interrupted by capture,[]
Huldah,https://portal.prizepapers.de/ship/prizepapers_ship_e7bade61-4957-49da-a987-ed6ba287886c/1/-/,401dd156-7a1d-4c5c-919d-b61ee3647dc3,"Edward Howell, master of the ship 'Huldah', 1804",New York City,Atlantic Ocean,St Thomas,Journey interrupted by capture,[]
Hope,https://portal.prizepapers.de/ship/prizepapers_ship_26213791-d65c-4d4f-a7d4-3c25c77a66a1/1/-/,779f90a7-5061-48b9-a06f-ba9484752733,"Obed Chase, master of the 'Hope' in 1812",New York City,South Atlantic,Patagonia,Journey interrupted by capture,"[['https://hdl.handle.net/428894.vzg/prizepapers_document/4715eb1e-8fce-4af2-a027-f67d0a69ca4f', 'HCA 45/71/8']]"
Dos Amigos|Maria Francisca,https://portal.prizepapers.de/ship/prizepapers_ship_bd95bdaa-f696-469c-959e-797e711eacf7/1/-/,3508f2ee-356f-49d9-abac-ab57e5b84fe3,"Jose Antonio Perez, master of the 'Maria Francisca' in 1815",Fernandina,North Atlantic Ocean,Cork,Journey interrupted by capture,"[['https://hdl.handle.net/428894.vzg/prizepapers_document/d7e48856-1499-41aa-b4b6-e62c956d0c9b', 'HCA 45/71/9']]"
Sukey,https://portal.prizepapers.de/ship/prizepapers_ship_38cb7cfd-a606-4d7c-a46a-b614475b79e2/1/-/,a69271d3-f12e-4745-ade1-4e7b8b476382,"Samuel Lewis, master of the 'Sukey' in 1804",Curaçao,Bermuda,Philadelphia,Journey interrupted by capture,[]
Eliza,https://portal.prizepapers.de/ship/prizepapers_ship_3036fb2c-cbad-474a-94af-c52c0706b96b/1/-/,dc28aec7-198d-4359-b1eb-485fd7aa8da9,"Peter Caruth, master of the 'Eliza' in 1798",Saint Domingue,Caribbean Sea,St Jago,Journey interrupted by capture,[]
Harmony,https://portal.prizepapers.de/ship/prizepapers_ship_5468cf43-9b51-4cc0-9351-500e03ffd73d/1/-/,f854b8b1-3f7c-4a44-90c8-7489b9dab862,"Walter Midlin, master of the ship 'Harmony schooner', 1804",Curaçao,Atlantic Ocean,Philadelphia,Journey interrupted by capture,
Liberty,https://portal.prizepapers.de/ship/prizepapers_ship_e7a4d340-80a5-4216-990c-68954f1fb6c3/1/-/,0fdc4302-664d-4c00-85f2-a28992247002,"Nehemiah Burr, master of the ship 'Liberty', 1798",Saint Domingue,Caribbean Sea,Port-au-Prince,Journey interrupted by capture,[]
Dolly,https://portal.prizepapers.de/ship/prizepapers_ship_a7a4602b-618e-4ab8-8e06-db2f3c0fb7a3/1/-/,023dcdbe-8509-409c-8a57-3d66f839d50c,"Joseph Paulding, master of the ship 'Dolly brig', 1796",Curaçao,Caribbean Sea,New York City,Journey interrupted by capture,[]
Grefven of Gottland,https://portal.prizepapers.de/ship/prizepapers_ship_1fcbe4b9-a8d1-4767-9fa8-e4fa193991ac/1/-/,3410ac75-d57e-4dd4-afbe-c0139730ce68,"Johan Erick Thiel, master of the ship 'Grefven of Gottland', 1798",Kronstadt,European North Sea,Cádiz,Journey interrupted by capture,[]
Anna Sophia,https://portal.prizepapers.de/ship/prizepapers_ship_55112f68-07dc-409a-8c46-b748a71f8f05/1/-/,ac584e88-0704-48de-8441-dc7e79470151,"B F Hast, master of the ship 'Anna Sophia', 1799",La Guiara,Caribbean Sea,Hamburg,Journey interrupted by capture,[]
Glucklicke Peter,https://portal.prizepapers.de/ship/prizepapers_ship_7e554954-cf73-4817-9ef3-69846d3f8d02/1/-/,05138cc5-cd1d-4348-855f-aa5229284a1d,"Schwen Matthiesen, master of the ship 'Glucklicke Peter', 1799",La Guiara,Caribbean Sea,Hamburg,Journey interrupted by capture,[]
Johann Peter,https://portal.prizepapers.de/ship/prizepapers_ship_e0dbfe26-fa97-4869-9c23-c10582637b00/1/-/,4f431b14-c65b-45b7-8ef4-3b8c0520d36b,"Diederich Schwartz, master of the ship 'Johann Peter, or Johann Pieter', 1804",Charente,Atlantic Ocean,Newcastle upon Tyne,Journey interrupted by capture,[]
Wilhelmina,https://portal.prizepapers.de/ship/prizepapers_ship_31291b8a-e379-465a-b5a8-69bec2056658/1/-/,70ae0909-9860-456c-9881-98afc686a9b8,"Matthias Otto, master of the ship 'Wilhelmina', 1798",La Guiara,Atlantic Ocean,Genoa,Journey interrupted by capture,[]
John Wharton,https://portal.prizepapers.de/ship/prizepapers_ship_06d99ce7-534a-4f59-a05f-f8faebeb0780/1/-/,0d4876e1-835b-4738-934b-04b70d8e3bfc,"Joseph Turner, master of the 'John Wharton' in 1807",La Guiara,Caribbean Sea,Philadelphia,Journey interrupted by capture,[]
Alliance,https://portal.prizepapers.de/ship/prizepapers_ship_cb86f15e-154a-402b-95bd-52bd11cc75d5/1/-/,6b05dc28-e70e-4e36-af03-bcca138dfd46,"Kendrick Kessner, master of the ship 'Alliance', 1797",Salou,Mediterranean Sea,Hamburg,Journey interrupted by capture,[]
Anna,https://portal.prizepapers.de/ship/prizepapers_ship_b8a2dea4-71e2-440f-b375-f4e2cb79d3de/1/-/,18b2e32e-7ffa-445f-b476-0962cf5d9c5a,"Diego Martinez, master of the ship 'Anna', 1804",La Guiara,Atlantic Ocean,New York City,Journey interrupted by capture,[]
Contenance,https://portal.prizepapers.de/ship/prizepapers_ship_0abd3df4-4fe9-4547-b1de-d8750629a5a5/1/-/,cadca8e3-240a-4b0b-bf4a-049822b687fb,"Jonas Lofgren, master of the ship 'Contenance', 1797",Salou,Mediterranean Sea,Hamburg,Journey interrupted by capture,[]
Louisa,https://portal.prizepapers.de/ship/prizepapers_ship_cded7475-d970-4e78-b817-858c0de29435/1/-/,66c015ee-3734-4011-94a1-edc4884c8eb0,"Pedro Arquinego or Esquinigo, master of the ship 'Louisa', 1804",La Guiara,Atlantic Ocean,Providence,Journey interrupted by capture,[]
Maria Cornelia,https://portal.prizepapers.de/ship/prizepapers_ship_fcaf55cf-aecd-4787-a01c-f12c2f1fbe63/1/-/,cb8c618f-375e-437e-ad5e-674383264ca5,"Ary Molegraff, master of the ship 'Maria Cornelia', 1797",Salou,Mediterranean Sea,Hamburg,Journey interrupted by capture,[]
Vigilante,https://portal.prizepapers.de/ship/prizepapers_ship_8ee63a4e-1c40-474b-8169-9f6a20194f9a/1/-/,a6e13748-6b48-4365-84c4-1d4fde8f658b,"Hans Jurgen Harjers, master of the 'Vigilante' in 1803",La Guiara,Atlantic Ocean,Bremen,Journey interrupted by capture,[]
Comet,https://portal.prizepapers.de/ship/prizepapers_ship_a643fbef-7d6d-469f-be99-bfe70214ae61/1/-/,1ba735f6-7af0-4a61-8557-a6710b0d371d,"William Dimond, master of the ship 'Comet', 1806",La Guiara,Atlantic Ocean,"Baltimore, Maryland",Journey interrupted by capture,[]
Stromsomheyd,https://portal.prizepapers.de/ship/prizepapers_ship_c32931d8-5ed6-4746-9686-ec33987a5a40/1/-/,7696560c-a718-4d82-bf15-f31b17e276fc,"Gregorius Le Cluyse, master of the 'Stromsomheyd' in 1799",Salou,Gibraltar,Altona,Journey interrupted by capture,[]
Creole,https://portal.prizepapers.de/ship/prizepapers_ship_4ac85a33-7faa-42cb-8a7f-1a2e927db07a/1/-/,5ca276fb-75b7-409f-970c-ccbc34eb97d7,"George Cannin, master of the ship 'Creole', 1799",La Guiara,Caribbean Sea,Saint Barthélemy,Journey interrupted by capture,[]
Friendship,https://portal.prizepapers.de/ship/prizepapers_ship_0ab8512c-c9df-46dc-9e6d-ba6650fad9ec/1/-/,5cd78551-85dc-488f-b937-3c53bb297959,"Peter Bell, master of the ship 'Friendship', 1800",La Guiara,Caribbean Sea,New York City,Journey interrupted by capture,[]
Mary,https://portal.prizepapers.de/ship/prizepapers_ship_9fe3705f-6b21-4a44-9285-7a9d9519373d/1/-/,9e6a9c1e-043b-4d4f-b4ec-86881b26121f,"Isaac Isaacs, master of the ship 'Mary', 1804",La Guiara,Atlantic Ocean,Cumana,Journey interrupted by capture,[]
Desiree,https://portal.prizepapers.de/ship/prizepapers_ship_3ab51670-e399-4f9f-8411-073afa74f0bb/1/-/,f42b2e45-57cd-40e1-a138-549aa0b0a8f2,"Benjamin Sasportas, master of the 'Desiree' in 1799",La Guaira,Caribbean Sea,Kingston,Journey interrupted by capture,[]
Constantia,https://portal.prizepapers.de/ship/prizepapers_ship_68036f69-27bd-42ec-b7b6-4d01cb4b1efa/1/-/,669cda07-6988-433a-8944-ca0434fe0d9d,,Naples,Mediterranean Sea,,Journey interrupted by capture,
Gladiator,https://portal.prizepapers.de/ship/prizepapers_ship_bdb587f6-7c69-4f2a-8451-4b95e27c2507/1/-/,07df63b2-4014-4122-90d4-0b258456c669,"Stephen Dumarsq Turner, master of the ship 'Gladiator', 1801",Ensenada,Atlantic Ocean,Boston,Journey interrupted by capture,
Pallas,https://portal.prizepapers.de/ship/prizepapers_ship_cd18c557-f853-47d0-972c-56e03f990da7/1/-/,23016f34-b6e6-4396-9026-84d3baa0e2ac,"Henry H Noyes, master of the 'Pallas' in 1804",New York City,Atlantic Ocean,Cádiz,Journey interrupted by capture,[]
American Eagle,https://portal.prizepapers.de/ship/prizepapers_ship_5c7d8c6d-e0e1-4f5d-b653-b99690297c36/1/-/,b192084f-e4c5-40af-980a-3d449e72348c,"Joseph Herlitz, master of the 'American Eagle' in 1813",New York City,Bermuda,Cádiz,Journey interrupted by capture,[]
Little Cornelia,https://portal.prizepapers.de/ship/prizepapers_ship_c47bae11-091b-4475-8b11-966fca693e8e/1/-/,6ed3f536-11f0-45f0-875d-f43d1db63369,"Ichabod Clark, master of the ship 'Little Cornelia', 1805",New York City,North Atlantic Ocean,Amsterdam,Journey interrupted by capture,
Hope,https://portal.prizepapers.de/ship/prizepapers_ship_cf8c9c7f-2b57-4aae-90a6-a7d93d0f2b1f/1/-/,f2e389e3-8802-41b6-acaa-4940b294dfd2,"Joseph Dobell, master of the 'Hope' in 1806",New York City,North Atlantic Ocean,Bordeaux,Journey interrupted by capture,
Industry,https://portal.prizepapers.de/ship/prizepapers_ship_94ace758-b349-48bd-83a4-82a743ebc170/1/-/,4e16d9d8-0ac8-4c74-a607-a92e48fb06c2,"James Hitchcox, master of the ship 'Industry brig', 1804",New York City,North Atlantic Ocean,Barcelona,Journey interrupted by capture,
Hepsa,https://portal.prizepapers.de/ship/prizepapers_ship_5c80df2f-f6d3-4827-ae1e-25093de02c87/1/-/,60e97bdd-1ce1-42df-900f-a83a6fef3c60,"William A Bailey, master of the ship 'Hepsa', 1804",New York City,North Atlantic Ocean,Lisbon,Journey interrupted by capture,[]
Hardy,https://portal.prizepapers.de/ship/prizepapers_ship_74d469bc-fe8a-4bd6-902b-a1a922c0cc6d/1/-/,4dc81be0-0b0c-4f11-b683-b532e6d0759c,"Adrien Marais, master of the ship 'Hardy', 1804",Le Havre,Mediterranean Sea,Genoa,Journey interrupted by capture,[]
Patty,https://portal.prizepapers.de/ship/prizepapers_ship_671c2d87-7ed8-41d0-ab28-adc2385e5e15/1/-/,686531e6-c893-41ee-abcf-81b7be6c9c08,"William Egery, master of the 'Patty ' in 1805",New York City,Montserrat,Guadeloupe,Journey interrupted by capture,[]
Ocean,https://portal.prizepapers.de/ship/prizepapers_ship_78cc55f5-f84b-43fa-939b-49746d0bd3e8/1/-/,f7ca64a0-c0d2-4d7b-82a2-b717a78e362c,"Isaac Vredenburgh, master of the 'Ocean' in 1794",Le Havre,Chebucto,New York City,Journey interrupted by capture,[]
Charles,https://portal.prizepapers.de/ship/prizepapers_ship_5bcb4ca4-c883-47c1-96c8-b9e86f907cda/1/-/,4207b88c-c705-4ec9-8f1a-7dabf43e0fe7,"Pierre Guillaume La Moisse, master of the ship 'Charles', 1804",Le Havre,Atlantic Ocean,Guadeloupe,Journey interrupted by capture,[]
Edouard,https://portal.prizepapers.de/ship/prizepapers_ship_2df63ac9-b46f-40f5-9b97-fe9b4b76eb5b/1/-/,a7717a92-64b8-4661-a5f0-0f3f45a5e47d,"Christian Frederick Bartelt, master of the ship 'Edouard', 1801",Libourne,Atlantic Ocean,Emden,Journey interrupted by capture,[]
Franklin,https://portal.prizepapers.de/ship/prizepapers_ship_5b49a053-c2ec-40d8-9e1c-73d98a74aed1/1/-/,31257c61-cf61-4a2e-93ed-419b5e61b642,"George Wilhelm Seegebarth, master of the ship 'Franklin', 1800",Lübeck,North Atlantic Ocean,Lisbon,Journey interrupted by capture,[]
Creole,https://portal.prizepapers.de/ship/prizepapers_ship_576fa89c-9bb1-4d6f-ada9-178eca1efc4c/1/-/,9b89e66b-af55-45a2-8d6a-640ecc480ca7,"Andrew Newell, master of the ship 'Creole', 1804",Madras,Bay of Bengal,Boston,Journey interrupted by capture,[]
Angelique,https://portal.prizepapers.de/ship/prizepapers_ship_72f88820-59b2-4eac-af0f-4147e2b1f10a/1/-/,8cc24f9a-2356-490d-b14e-995e70533073,"Gustav Adolph Streng, master of the ship 'Angelique', 1798",Madras,Indian Ocean,Tranquebar,Journey interrupted by capture,[]
Roxana,https://portal.prizepapers.de/ship/prizepapers_ship_d00ce768-7af6-4307-9d29-082efec1e592/1/-/,ff37bb3d-170c-41eb-9af3-2d9ae933bb23,"Samuel De La Mater, master of the ship 'Roxana', 1804",New York City,Atlantic Ocean,Havana,Journey interrupted by capture,
Fortitude,https://portal.prizepapers.de/ship/prizepapers_ship_7b4f9ba0-7fc1-42d8-ba45-d39a55d4e862/1/-/,f17967f5-737b-48ae-80d8-0ec5b8f1ed35,"Anthony R Clarke, master of the ship 'Fortitude', 1797",New York City,Atlantic Ocean,Saint Domingue,Journey interrupted by capture,[]
Lydia,https://portal.prizepapers.de/ship/prizepapers_ship_b5cca5a5-f701-4ec9-9c1d-c6480fd82152/1/-/,1b1303c2-6fa3-4ef9-a437-1e611fec33bb,"William Fitzgerald, master of the ship 'Lydia', 1804",New York City,Atlantic Ocean,Charleston,Journey interrupted by capture,[]
Bona,https://portal.prizepapers.de/ship/prizepapers_ship_e5852527-6b66-4e69-a3af-b893990f6f29/1/-/,bd1dfe86-ab8d-4305-b2ed-6140de2f8b9e,"Francisco Sabater, master of the ship 'Bona', 1807","Port Mahon, Minorca",Mediterranean Sea,Barcelona,Journey interrupted by capture,[]
